ensembl_id,PC3_Normoxia_S1,LNCAP_Hypoxia_S1,LNCAP_Hypoxia_S2,LNCAP_Normoxia_S2,PC3_Hypoxia_S1,PC3_Hypoxia_S2,PC3_Normoxia_S2,LNCAP_Normoxia_S1
ENSG00000226942,0,11,8,3,0,0,2,11
ENSG00000226943,0,0,0,0,0,0,1,0
ENSG00000226944,2,1,7,5,4,1,6,2
ENSG00000226945,0,1,1,3,0,1,1,1
ENSG00000226946,0,0,0,0,0,0,0,0
ENSG00000226947,0,0,1,1,0,0,0,0
ENSG00000226948,0,1,4,11,2,2,0,6
ENSG00000226949,0,0,0,0,0,0,0,0
ENSG00000226950,893,2959,3655,5828,2073,635,2379,4755
ENSG00000226952,0,0,0,0,0,0,0,0
ENSG00000226953,118,0,0,0,417,195,367,0
ENSG00000226954,0,10,16,19,0,0,0,21
ENSG00000226955,0,0,0,0,0,0,0,0
ENSG00000226956,0,0,0,0,0,0,0,0
ENSG00000226957,0,0,1,0,0,0,0,1
ENSG00000226960,0,0,0,0,0,0,0,0
ENSG00000226961,0,0,0,0,1,0,0,0
ENSG00000226962,0,0,0,0,0,0,0,0
ENSG00000226963,0,5,0,3,3,0,1,6
ENSG00000226964,0,4,11,15,0,0,0,10
ENSG00000226965,0,42,48,97,0,0,0,73
ENSG00000226967,0,0,0,0,0,0,0,1
ENSG00000226968,0,0,1,0,0,0,1,0
ENSG00000226969,0,8,11,27,2,0,4,13
ENSG00000226970,0,4,2,8,2,0,0,4
ENSG00000226971,0,0,0,0,2,1,0,0
ENSG00000226972,0,11,13,16,1,0,1,8
ENSG00000226973,0,0,0,0,0,0,0,0
ENSG00000226976,0,41,62,65,6,2,0,65
ENSG00000226977,0,1,0,0,0,0,1,1
ENSG00000226978,0,0,0,0,0,0,0,0
ENSG00000226979,0,6,21,24,6,2,4,5
ENSG00000226981,0,0,0,2,0,0,0,0
ENSG00000226982,0,2,2,1,1,2,0,2
ENSG00000226983,0,0,0,0,0,0,0,0
ENSG00000226984,0,0,0,0,0,0,0,0
ENSG00000226985,0,0,1,0,0,0,0,0
ENSG00000226986,1,7,10,22,3,2,5,18
ENSG00000226987,0,0,1,0,0,0,0,0
ENSG00000226989,3,0,0,0,2,0,1,0
ENSG00000226990,0,0,0,0,0,0,0,0
ENSG00000226991,0,0,0,0,0,0,0,0
ENSG00000226992,0,0,0,0,0,0,0,0
ENSG00000226994,0,0,0,0,0,0,0,0
ENSG00000226995,0,0,0,0,0,0,0,0
ENSG00000226996,0,0,0,0,0,0,0,1
ENSG00000226998,0,0,0,0,0,0,0,0
ENSG00000226999,0,0,0,0,0,0,0,0
ENSG00000227000,0,0,0,0,0,0,0,0
ENSG00000227001,2,3,10,12,6,1,4,10
ENSG00000227002,0,0,0,0,0,0,0,0
ENSG00000227004,0,0,0,0,0,0,0,0
ENSG00000227006,0,0,0,0,0,0,0,0
ENSG00000227007,0,0,0,0,0,0,0,0
ENSG00000227008,7,115,150,190,419,139,40,194
ENSG00000227009,0,0,1,2,1,0,0,1
ENSG00000227011,0,0,0,0,0,0,0,0
ENSG00000227012,0,0,0,0,0,0,0,0
ENSG00000227013,0,0,0,2,0,0,0,4
ENSG00000227014,6,0,0,0,23,14,20,0
ENSG00000227015,0,17,8,6,0,0,0,3
ENSG00000227016,0,0,0,0,0,0,0,0
ENSG00000227017,0,0,0,0,0,0,0,0
ENSG00000227018,0,0,1,0,1,0,0,0
ENSG00000227019,0,0,0,0,0,0,0,0
ENSG00000227021,0,0,0,0,0,0,0,0
ENSG00000227023,0,0,0,0,0,0,0,0
ENSG00000227028,0,0,0,0,2,1,1,0
ENSG00000227029,0,0,0,0,0,0,0,0
ENSG00000227032,1,1,0,0,1,0,0,1
ENSG00000227033,0,0,0,0,0,0,0,0
ENSG00000227034,0,0,0,0,2,2,0,0
ENSG00000227035,0,0,0,0,0,0,0,0
ENSG00000227036,236,409,454,83,681,286,654,55
ENSG00000227038,5,60,89,29,18,5,19,41
ENSG00000227039,39,2,3,0,101,36,117,0
ENSG00000227040,0,1,0,1,0,0,0,0
ENSG00000227042,0,0,0,0,1,0,1,0
ENSG00000227043,0,1,0,0,0,0,0,0
ENSG00000227045,0,12,4,4,1,0,3,1
ENSG00000227047,0,0,0,0,0,0,0,0
ENSG00000227048,0,3,0,3,0,0,0,1
ENSG00000227050,0,4,4,2,0,0,0,2
ENSG00000227051,60,1206,1338,549,183,67,158,423
ENSG00000227053,2,0,0,2,3,1,6,0
ENSG00000227054,0,0,0,0,0,0,0,0
ENSG00000227055,0,0,0,0,0,0,0,0
ENSG00000227056,0,0,0,1,1,0,0,0
ENSG00000227057,421,899,1265,1650,598,167,902,1132
ENSG00000227058,0,0,0,0,0,0,0,0
ENSG00000227059,0,0,0,0,0,0,0,0
ENSG00000227060,6,16,13,7,5,6,9,10
ENSG00000227061,0,0,0,0,0,0,0,0
ENSG00000227062,0,0,0,0,0,0,0,0
ENSG00000227063,0,0,0,0,0,0,0,0
ENSG00000227064,0,0,0,0,1,0,0,0
ENSG00000227066,0,2,2,2,0,0,0,1
ENSG00000227067,0,0,0,0,0,0,0,0
ENSG00000227068,0,0,0,0,0,0,0,0
ENSG00000227069,0,0,0,0,0,0,0,0
ENSG00000227070,1,14,6,21,8,3,10,24
ENSG00000227071,1,4,4,13,3,1,1,17
ENSG00000227072,0,0,0,0,0,0,0,0
ENSG00000227073,0,0,0,0,0,0,0,0
ENSG00000227075,0,2,0,1,0,0,0,1
ENSG00000227076,1,0,0,0,4,1,9,0
ENSG00000227077,0,0,1,2,0,0,0,2
ENSG00000227078,0,0,3,0,1,0,1,0
ENSG00000227080,0,0,0,0,0,0,0,0
ENSG00000227081,0,14,15,31,0,0,0,22
ENSG00000227082,1,0,1,0,7,0,6,1
ENSG00000227083,0,1,0,6,0,0,1,11
ENSG00000227087,0,0,1,0,0,0,0,4
ENSG00000227088,0,0,0,0,1,0,0,0
ENSG00000227089,0,0,0,0,0,0,0,0
ENSG00000227090,0,0,0,0,0,0,0,0
ENSG00000227091,0,0,0,0,0,0,0,0
ENSG00000227094,0,0,0,0,0,0,0,0
ENSG00000227096,0,1,0,0,0,0,0,0
ENSG00000227097,0,70,56,179,4,2,0,65
ENSG00000227098,0,0,0,0,0,0,0,0
ENSG00000227101,0,0,0,0,0,0,0,1
ENSG00000227102,0,0,0,0,0,0,0,0
ENSG00000227104,0,0,0,0,0,0,0,0
ENSG00000227105,0,29,29,49,2,2,1,33
ENSG00000227107,0,0,0,0,0,0,0,0
ENSG00000227108,0,0,0,0,0,0,0,0
ENSG00000227109,0,0,0,0,0,0,0,0
ENSG00000227110,17,3,4,14,22,12,31,4
ENSG00000227113,0,0,0,0,1,0,0,0
ENSG00000227115,1,0,3,5,6,2,10,0
ENSG00000227117,0,0,0,0,0,0,0,0
ENSG00000227118,0,0,1,1,0,1,0,1
ENSG00000227120,0,0,0,0,0,0,0,0
ENSG00000227121,1,95,90,12,4,2,0,35
ENSG00000227123,0,0,0,0,0,0,0,0
ENSG00000227124,126,498,622,698,221,78,291,730
ENSG00000227125,0,0,0,0,0,0,0,0
ENSG00000227128,24,0,0,0,16,12,62,0
ENSG00000227131,0,0,0,0,0,0,0,0
ENSG00000227133,0,0,0,0,0,0,1,0
ENSG00000227134,0,0,0,0,0,0,0,0
ENSG00000227138,0,0,0,0,0,0,0,0
ENSG00000227139,0,0,0,0,0,0,0,0
ENSG00000227140,0,0,0,0,0,0,0,0
ENSG00000227141,0,16,17,12,0,0,1,15
ENSG00000227143,0,0,0,0,0,0,0,0
ENSG00000227145,0,145,158,18,0,0,0,9
ENSG00000227148,0,0,0,0,0,0,0,0
ENSG00000227149,0,0,0,0,0,0,0,0
ENSG00000227150,0,0,0,0,0,0,0,0
ENSG00000227151,0,0,0,0,0,0,0,0
ENSG00000227152,0,0,0,0,0,0,0,0
ENSG00000227154,0,0,0,0,4,0,0,0
ENSG00000227155,2,0,2,2,3,0,3,3
ENSG00000227157,0,0,0,0,0,0,0,0
ENSG00000227158,0,1,0,0,1,0,0,0
ENSG00000227159,0,0,0,0,0,0,0,0
ENSG00000227160,0,0,0,0,0,0,0,0
ENSG00000227161,0,0,0,0,1,1,1,0
ENSG00000227163,0,0,0,0,0,0,1,0
ENSG00000227165,2,21,18,29,2,1,7,20
ENSG00000227166,0,0,0,0,0,0,0,0
ENSG00000227167,0,0,0,0,0,0,0,0
ENSG00000227169,0,0,0,0,0,0,0,0
ENSG00000227170,0,0,0,0,0,0,0,0
ENSG00000227172,1,0,0,0,0,0,2,0
ENSG00000227173,0,0,0,1,2,0,0,0
ENSG00000227175,0,4,0,1,1,0,1,1
ENSG00000227176,0,1,2,2,1,0,0,3
ENSG00000227177,0,0,0,0,0,0,0,1
ENSG00000227179,0,7,5,1,0,0,1,0
ENSG00000227180,0,0,0,0,0,0,0,0
ENSG00000227181,0,0,0,0,0,0,0,0
ENSG00000227182,0,0,0,0,0,0,0,0
ENSG00000227183,87,0,0,1,233,66,223,1
ENSG00000227186,0,0,0,0,0,0,0,0
ENSG00000227187,0,0,0,0,0,0,0,0
ENSG00000227188,0,0,0,0,0,0,0,0
ENSG00000227189,0,1,1,15,0,0,0,11
ENSG00000227191,0,25,34,98,0,0,0,103
ENSG00000227192,1,8,5,29,2,2,6,26
ENSG00000227193,0,0,0,0,0,0,0,0
ENSG00000227195,1,0,0,0,4,0,1,0
ENSG00000227196,0,0,0,0,0,0,0,0
ENSG00000227197,0,0,0,0,0,0,0,0
ENSG00000227198,0,0,1,0,0,0,0,2
ENSG00000227199,1,50,46,44,1,2,9,39
ENSG00000227200,1,3,4,1,0,0,2,2
ENSG00000227201,0,0,0,0,1,0,0,0
ENSG00000227203,0,5,9,20,7,1,1,4
ENSG00000227204,0,0,0,0,0,0,0,0
ENSG00000227205,0,0,0,0,0,0,0,0
ENSG00000227206,0,0,0,0,0,0,0,0
ENSG00000227207,0,0,0,0,2,0,0,0
ENSG00000227209,0,0,0,0,0,0,0,0
ENSG00000227210,6,37,40,52,15,3,13,39
ENSG00000227211,0,0,0,0,0,0,0,0
ENSG00000227212,0,0,0,0,0,0,0,0
ENSG00000227213,0,0,0,0,0,0,2,0
ENSG00000227214,12,120,96,142,26,8,31,118
ENSG00000227215,0,0,0,0,0,0,0,0
ENSG00000227217,0,0,0,0,0,0,0,0
ENSG00000227218,0,0,0,0,0,0,0,0
ENSG00000227220,1,0,0,2,0,0,0,0
ENSG00000227224,0,0,0,0,0,0,0,0
ENSG00000227225,0,0,0,0,0,0,0,0
ENSG00000227227,0,0,0,0,0,0,0,0
ENSG00000227230,0,0,0,0,0,0,0,0
ENSG00000227232,0,3,3,4,0,0,0,4
ENSG00000227233,0,0,0,0,0,0,0,0
ENSG00000227234,1,0,0,0,1,0,2,0
ENSG00000227236,0,0,0,0,0,0,0,0
ENSG00000227237,1,11,18,1,3,0,0,11
ENSG00000227238,0,0,0,0,0,0,0,0
ENSG00000227240,0,0,0,0,0,0,0,0
ENSG00000227241,0,0,0,0,0,0,0,0
ENSG00000227242,0,0,1,0,0,0,0,1
ENSG00000227243,0,0,0,0,1,0,0,0
ENSG00000227244,0,0,0,0,0,0,0,0
ENSG00000227245,0,0,0,0,0,0,0,0
ENSG00000227247,0,0,0,0,0,0,0,0
ENSG00000227248,0,0,0,0,1,3,3,0
ENSG00000227249,0,0,0,0,0,0,0,0
ENSG00000227251,0,0,0,0,0,0,0,0
ENSG00000227252,20,96,97,154,38,8,48,144
ENSG00000227253,0,0,0,0,0,0,0,0
ENSG00000227254,0,0,0,0,0,0,0,0
ENSG00000227255,0,0,0,0,0,0,0,0
ENSG00000227256,0,2,6,7,0,0,2,7
ENSG00000227257,0,0,0,0,0,0,0,0
ENSG00000227258,9,134,148,67,42,15,23,68
ENSG00000227259,0,0,0,0,0,0,0,0
ENSG00000227260,0,0,0,0,2,1,1,0
ENSG00000227261,0,0,0,0,1,0,0,0
ENSG00000227262,0,0,0,0,0,0,0,0
ENSG00000227264,0,0,0,0,0,0,0,0
ENSG00000227265,0,0,0,0,1,0,0,0
ENSG00000227267,2,1,0,3,2,0,3,0
ENSG00000227268,12,68,80,157,11,2,30,136
ENSG00000227269,0,0,0,0,0,0,0,0
ENSG00000227270,0,0,0,0,0,0,0,0
ENSG00000227271,0,0,0,0,0,0,0,0
ENSG00000227274,0,0,0,0,0,0,0,0
ENSG00000227275,0,0,0,0,0,0,0,0
ENSG00000227278,0,0,0,0,0,0,0,0
ENSG00000227279,0,0,0,0,3,1,2,0
ENSG00000227282,0,0,0,0,0,0,0,0
ENSG00000227283,0,0,0,0,0,0,0,0
ENSG00000227284,0,0,0,0,0,0,0,0
ENSG00000227288,0,0,3,3,1,0,1,2
ENSG00000227289,0,0,0,0,0,0,0,0
ENSG00000227290,0,0,0,0,0,0,0,0
ENSG00000227291,0,0,0,0,0,0,0,0
ENSG00000227292,0,0,1,0,0,0,0,0
ENSG00000227293,0,0,0,0,0,0,0,0
ENSG00000227294,0,0,0,0,0,0,0,0
ENSG00000227295,1,14,14,9,5,0,3,7
ENSG00000227297,1,0,0,0,2,3,0,0
ENSG00000227298,0,0,0,0,0,0,0,0
ENSG00000227300,0,1,0,0,4,0,0,0
ENSG00000227301,0,0,0,0,0,0,0,0
ENSG00000227302,0,0,0,0,0,0,0,0
ENSG00000227303,0,0,0,0,0,0,0,0
ENSG00000227304,0,8,4,9,1,0,1,7
ENSG00000227305,0,0,0,0,0,0,0,0
ENSG00000227306,0,0,0,0,0,0,0,0
ENSG00000227307,0,0,0,0,0,0,0,0
ENSG00000227308,3,1,0,0,24,10,26,0
ENSG00000227309,0,0,0,0,0,0,0,0
ENSG00000227311,0,0,1,0,1,1,0,2
ENSG00000227312,0,0,0,0,0,0,0,0
ENSG00000227313,0,0,0,0,0,0,0,1
ENSG00000227321,0,0,0,0,0,0,0,0
ENSG00000227329,0,0,0,0,0,0,0,0
ENSG00000227330,0,0,0,0,0,0,0,0
ENSG00000227331,3,2,2,0,7,0,3,2
ENSG00000227335,0,0,0,0,0,0,0,0
ENSG00000227336,0,0,0,0,0,0,0,0
ENSG00000227337,0,0,4,8,9,2,2,4
ENSG00000227338,0,0,0,0,0,0,0,0
ENSG00000227339,0,2,1,3,0,0,0,2
ENSG00000227342,0,0,0,0,0,0,0,0
ENSG00000227343,0,0,0,0,0,0,0,0
ENSG00000227344,0,6,1,3,8,1,2,6
ENSG00000227345,189,1491,1800,1677,461,140,498,1317
ENSG00000227347,0,20,20,22,5,2,0,29
ENSG00000227348,0,0,0,0,0,0,0,0
ENSG00000227349,0,0,0,0,0,0,0,0
ENSG00000227350,0,0,0,0,0,0,1,0
ENSG00000227351,0,0,0,0,0,0,0,0
ENSG00000227352,0,0,0,1,0,0,0,0
ENSG00000227353,0,0,0,0,0,0,0,0
ENSG00000227354,24,161,184,220,50,24,62,222
ENSG00000227355,0,0,0,0,0,1,1,0
ENSG00000227356,0,0,0,1,0,0,0,0
ENSG00000227358,0,0,0,0,0,0,0,0
ENSG00000227359,0,5,7,5,5,2,3,1
ENSG00000227360,0,0,0,0,0,0,0,1
ENSG00000227361,0,1,3,0,4,4,0,8
ENSG00000227364,0,0,0,0,0,0,0,0
ENSG00000227365,0,0,0,0,0,0,0,0
ENSG00000227367,0,0,0,0,0,0,0,0
ENSG00000227368,0,0,0,1,2,0,0,1
ENSG00000227370,0,2,2,5,0,0,1,6
ENSG00000227371,0,0,0,0,0,0,0,0
ENSG00000227372,137,967,1172,1206,188,62,265,987
ENSG00000227373,0,4,7,4,3,0,1,9
ENSG00000227374,0,0,0,0,0,0,0,0
ENSG00000227375,18,23,19,37,37,13,40,32
ENSG00000227376,2,13,10,10,8,0,6,8
ENSG00000227379,0,2,1,2,5,0,0,1
ENSG00000227382,4,4,4,14,6,3,14,7
ENSG00000227383,0,0,1,0,3,1,3,1
ENSG00000227386,0,0,0,0,0,0,0,0
ENSG00000227388,1,11,4,5,19,2,19,3
ENSG00000227391,0,0,0,0,0,0,0,0
ENSG00000227392,0,6,2,0,0,0,0,0
ENSG00000227393,0,0,0,0,0,0,0,0
ENSG00000227394,0,1,0,0,0,0,1,1
ENSG00000227395,0,0,0,0,0,0,0,0
ENSG00000227397,0,0,0,0,0,0,0,0
ENSG00000227398,35,80,92,134,43,10,70,98
ENSG00000227399,0,0,0,1,1,0,0,1
ENSG00000227400,5,0,0,0,10,4,10,0
ENSG00000227401,0,0,0,1,2,0,0,0
ENSG00000227403,32,0,0,0,96,43,104,0
ENSG00000227404,0,0,0,0,0,0,0,0
ENSG00000227406,0,0,0,0,0,0,0,0
ENSG00000227407,0,4,3,3,1,1,1,3
ENSG00000227408,0,0,0,0,0,0,0,0
ENSG00000227409,0,0,0,0,0,0,0,0
ENSG00000227411,0,0,0,0,0,0,0,0
ENSG00000227412,0,0,0,0,0,0,0,0
ENSG00000227413,0,0,0,0,0,0,0,0
ENSG00000227416,0,0,0,0,0,0,0,0
ENSG00000227417,0,0,0,0,0,0,0,0
ENSG00000227418,0,16,32,63,0,0,0,46
ENSG00000227421,0,0,0,0,0,0,0,0
ENSG00000227423,0,0,0,0,0,0,0,0
ENSG00000227425,0,0,0,0,0,0,0,0
ENSG00000227426,0,0,0,0,0,0,0,0
ENSG00000227427,0,0,0,0,0,0,0,0
ENSG00000227430,0,0,0,0,0,0,0,0
ENSG00000227431,1,2,8,10,0,0,3,12
ENSG00000227432,0,0,0,0,0,0,0,0
ENSG00000227433,0,0,0,0,0,0,0,0
ENSG00000227434,0,0,0,0,0,0,0,0
ENSG00000227436,0,5,14,1,0,0,0,3
ENSG00000227437,0,1,0,0,0,0,0,0
ENSG00000227438,1,1,0,0,1,4,3,1
ENSG00000227439,0,0,0,0,0,0,0,0
ENSG00000227440,0,0,0,0,2,0,0,0
ENSG00000227443,0,0,0,0,0,0,0,0
ENSG00000227444,0,0,0,0,0,0,0,0
ENSG00000227445,0,0,0,0,0,0,0,0
ENSG00000227447,0,0,0,0,0,0,0,0
ENSG00000227449,1,29,24,49,5,1,2,37
ENSG00000227453,0,0,0,2,1,0,0,0
ENSG00000227454,0,0,0,0,0,0,0,0
ENSG00000227455,0,1,2,1,3,1,1,0
ENSG00000227456,5,1,3,10,7,3,8,2
ENSG00000227459,0,0,0,0,0,0,0,0
ENSG00000227462,0,7,5,26,0,0,0,10
ENSG00000227463,0,0,2,0,0,0,0,0
ENSG00000227465,0,0,0,0,0,0,0,0
ENSG00000227466,0,0,0,0,0,0,0,0
ENSG00000227467,1,0,0,0,7,1,5,0
ENSG00000227470,0,6,17,15,7,0,3,26
ENSG00000227471,0,0,0,0,0,0,1,2
ENSG00000227473,0,1,0,0,0,0,0,0
ENSG00000227474,0,0,0,0,0,0,0,0
ENSG00000227475,0,0,0,0,0,0,0,0
ENSG00000227477,11,49,37,66,16,8,27,48
ENSG00000227479,0,0,0,0,0,0,0,0
ENSG00000227480,0,0,0,0,0,0,0,0
ENSG00000227481,0,0,0,0,0,0,0,0
ENSG00000227482,9,2,5,2,5,6,30,6
ENSG00000227484,0,0,0,0,0,0,0,1
ENSG00000227485,0,0,0,0,0,0,0,0
ENSG00000227486,0,5,7,30,2,0,1,7
ENSG00000227487,0,0,1,6,0,0,1,1
ENSG00000227488,0,0,0,0,0,0,0,0
ENSG00000227489,0,0,0,0,0,0,0,0
ENSG00000227491,0,0,0,0,0,0,0,0
ENSG00000227492,0,4,9,13,0,0,2,10
ENSG00000227493,0,0,0,0,0,0,0,0
ENSG00000227494,0,1,0,1,0,0,0,1
ENSG00000227495,1,11,7,8,0,0,3,8
ENSG00000227496,90,1,4,13,176,46,245,25
ENSG00000227497,0,0,0,0,0,0,0,0
ENSG00000227498,0,0,0,0,0,0,0,0
ENSG00000227499,0,0,1,1,0,0,0,0
ENSG00000227500,151,2882,3296,4918,336,128,354,3356
ENSG00000227502,0,0,2,3,0,0,0,0
ENSG00000227505,0,0,1,1,0,0,0,0
ENSG00000227507,2,0,1,1,0,0,1,0
ENSG00000227508,0,0,0,0,0,0,0,0
ENSG00000227509,0,0,0,0,0,0,0,0
ENSG00000227510,0,0,0,0,0,0,1,0
ENSG00000227511,0,0,0,0,0,0,0,0
ENSG00000227512,1,0,2,0,0,0,2,2
ENSG00000227513,0,0,0,0,0,0,0,0
ENSG00000227514,0,0,0,0,0,0,0,0
ENSG00000227515,0,0,0,0,0,0,0,1
ENSG00000227516,0,0,0,0,0,0,0,0
ENSG00000227517,1,0,1,0,0,1,0,0
ENSG00000227518,0,0,0,0,0,0,0,0
ENSG00000227519,0,0,0,0,0,0,0,0
ENSG00000227521,0,0,0,0,0,0,0,0
ENSG00000227523,0,0,0,0,0,0,0,0
ENSG00000227525,0,8,12,18,8,2,0,15
ENSG00000227527,0,0,0,0,0,0,0,0
ENSG00000227528,0,0,0,0,0,0,0,0
ENSG00000227531,0,0,0,0,0,0,0,0
ENSG00000227532,0,0,0,0,0,0,0,0
ENSG00000227533,13,79,66,51,97,30,48,34
ENSG00000227534,0,1,1,0,0,0,0,0
ENSG00000227535,0,0,0,0,0,0,0,0
ENSG00000227536,3,7,15,23,5,0,4,14
ENSG00000227537,0,0,0,0,0,0,0,0
ENSG00000227538,0,0,0,0,0,0,0,0
ENSG00000227540,41,125,157,205,80,35,121,179
ENSG00000227541,0,0,1,0,0,0,1,0
ENSG00000227542,4,0,0,0,5,3,8,1
ENSG00000227543,3,25,25,42,5,4,6,26
ENSG00000227544,0,2,0,1,0,0,0,0
ENSG00000227545,0,0,0,0,0,0,0,0
ENSG00000227547,0,0,0,0,0,0,0,0
ENSG00000227549,0,0,0,0,0,0,0,0
ENSG00000227550,0,0,0,0,0,0,0,0
ENSG00000227551,0,0,0,0,0,0,0,0
ENSG00000227554,0,0,0,0,0,0,0,0
ENSG00000227555,0,0,1,0,0,0,0,1
ENSG00000227556,0,1,0,0,0,0,0,0
ENSG00000227557,0,0,0,0,0,0,0,0
ENSG00000227560,1,0,2,0,0,0,3,0
ENSG00000227562,0,0,0,0,0,0,0,0
ENSG00000227563,0,0,0,0,0,0,0,0
ENSG00000227564,0,0,0,0,0,0,0,0
ENSG00000227568,0,0,1,3,0,0,0,0
ENSG00000227573,0,0,0,0,0,0,0,0
ENSG00000227574,0,0,0,0,0,0,0,0
ENSG00000227578,0,0,0,1,0,0,0,0
ENSG00000227579,0,1,0,3,0,0,1,5
ENSG00000227581,0,3,2,5,6,2,3,4
ENSG00000227582,3,27,16,20,12,0,6,31
ENSG00000227583,3,5,7,5,9,2,6,3
ENSG00000227584,0,0,0,0,0,0,0,0
ENSG00000227585,0,0,0,0,0,0,0,0
ENSG00000227586,1,1,0,3,6,4,0,4
ENSG00000227588,0,0,0,0,0,0,0,0
ENSG00000227589,0,230,187,113,1,0,1,106
ENSG00000227590,0,0,0,0,0,0,0,0
ENSG00000227591,2,0,0,4,5,4,6,3
ENSG00000227592,0,0,0,0,0,0,0,0
ENSG00000227593,0,0,0,0,0,0,0,0
ENSG00000227597,0,0,0,0,0,0,0,0
ENSG00000227598,3,3,0,1,0,0,3,4
ENSG00000227599,0,0,0,0,0,0,0,0
ENSG00000227602,0,0,0,0,0,0,0,0
ENSG00000227604,0,0,0,0,0,0,0,0
ENSG00000227606,0,0,0,0,2,2,0,0
ENSG00000227607,0,0,0,0,0,0,0,0
ENSG00000227609,0,0,0,0,0,0,0,0
ENSG00000227610,0,0,0,0,0,0,0,0
ENSG00000227611,0,0,2,3,0,0,0,5
ENSG00000227613,0,0,0,0,0,0,0,0
ENSG00000227615,2,263,152,948,10,2,0,288
ENSG00000227616,0,0,0,0,0,0,0,0
ENSG00000227617,0,2,1,2,4,0,0,2
ENSG00000227619,11,0,0,1,19,0,26,0
ENSG00000227620,0,0,0,0,0,0,0,0
ENSG00000227621,0,16,18,9,3,1,0,15
ENSG00000227623,0,0,0,0,0,0,0,0
ENSG00000227624,0,0,0,0,0,0,0,0
ENSG00000227625,0,0,0,0,0,0,0,0
ENSG00000227627,8,36,66,75,16,11,34,50
ENSG00000227629,0,0,0,0,0,0,0,0
ENSG00000227630,1,23,28,16,6,0,1,17
ENSG00000227632,1,0,2,4,1,0,2,0
ENSG00000227633,0,0,0,0,0,0,0,0
ENSG00000227634,0,3,0,0,0,0,0,0
ENSG00000227635,0,0,0,0,0,0,0,0
ENSG00000227638,0,1,0,2,1,0,0,3
ENSG00000227640,18,10,9,2,71,28,70,4
ENSG00000227644,0,0,0,0,0,0,0,0
ENSG00000227645,0,0,0,0,0,0,0,0
ENSG00000227646,0,20,43,17,0,0,4,29
ENSG00000227649,0,0,0,0,0,0,0,0
ENSG00000227653,0,0,0,0,0,0,0,0
ENSG00000227657,0,0,0,0,0,0,0,0
ENSG00000227658,0,0,0,0,2,0,0,0
ENSG00000227659,0,0,0,0,0,0,0,0
ENSG00000227660,0,0,0,0,0,0,0,0
ENSG00000227661,0,0,0,0,0,0,0,0
ENSG00000227663,0,0,0,0,0,0,0,0
ENSG00000227666,3,40,44,43,9,2,11,40
ENSG00000227667,0,0,0,0,0,0,0,0
ENSG00000227671,349,1139,1247,1121,972,370,1086,1226
ENSG00000227673,0,0,0,0,0,0,0,0
ENSG00000227674,0,0,0,0,2,0,0,0
ENSG00000227676,0,0,3,0,1,0,0,0
ENSG00000227678,0,0,0,0,0,0,0,0
ENSG00000227679,0,0,0,0,0,0,0,0
ENSG00000227680,0,0,0,0,0,0,0,0
ENSG00000227681,0,0,0,0,0,0,0,0
ENSG00000227682,0,3,1,2,3,2,1,2
ENSG00000227683,2,2,5,10,9,0,9,1
ENSG00000227684,0,0,0,0,0,0,0,0
ENSG00000227685,0,0,0,0,0,0,0,0
ENSG00000227687,0,0,0,0,0,0,0,0
ENSG00000227688,0,0,0,0,1,0,1,0
ENSG00000227689,0,0,0,0,0,0,0,0
ENSG00000227692,0,0,0,0,0,0,0,0
ENSG00000227693,0,0,0,0,0,0,0,0
ENSG00000227694,4,36,25,179,17,9,3,57
ENSG00000227695,0,7,5,1,0,0,0,2
ENSG00000227698,0,10,12,13,0,1,0,6
ENSG00000227700,0,0,0,0,0,0,0,0
ENSG00000227702,1,0,0,3,1,3,6,0
ENSG00000227704,1,7,2,10,2,1,3,2
ENSG00000227705,0,0,0,0,0,0,0,0
ENSG00000227706,0,0,1,0,0,1,0,0
ENSG00000227707,0,0,0,0,0,0,0,0
ENSG00000227708,0,0,0,0,0,0,0,0
ENSG00000227709,0,0,0,1,3,0,0,1
ENSG00000227710,0,0,0,0,0,0,0,0
ENSG00000227711,0,0,0,0,1,0,0,0
ENSG00000227712,0,1,1,3,0,0,0,3
ENSG00000227713,0,0,0,0,0,0,0,0
ENSG00000227714,0,0,0,0,0,0,0,0
ENSG00000227716,0,0,0,0,0,0,0,0
ENSG00000227717,0,0,3,0,0,0,0,1
ENSG00000227718,0,0,0,0,0,0,0,0
ENSG00000227719,0,0,0,0,0,0,0,0
ENSG00000227721,0,0,0,0,0,0,0,0
ENSG00000227722,0,0,3,0,0,0,4,0
ENSG00000227723,0,0,0,0,0,0,0,0
ENSG00000227725,0,1,1,1,2,0,0,2
ENSG00000227726,0,0,1,4,1,0,0,2
ENSG00000227728,0,0,0,1,0,0,0,0
ENSG00000227729,0,0,0,0,0,0,0,0
ENSG00000227730,0,0,0,1,4,0,4,1
ENSG00000227733,0,6,3,4,1,0,2,4
ENSG00000227734,0,0,0,0,0,0,0,0
ENSG00000227735,0,0,0,0,0,0,0,0
ENSG00000227736,0,0,0,0,0,0,0,0
ENSG00000227737,0,0,0,0,0,0,0,0
ENSG00000227738,0,0,0,0,0,0,0,0
ENSG00000227740,1,0,0,1,3,0,5,2
ENSG00000227741,0,8,3,16,3,0,5,7
ENSG00000227742,4,180,172,200,9,2,6,221
ENSG00000227743,0,0,0,0,0,0,0,0
