"ensembl_id","baseMean","log2FoldChange","pvalue","padj","Gene.name","Gene.type","avg_cpm"
"ENSG00000239607",130.74977190472,5.40660284835753,6.19886601515758e-32,7.84132524304972e-30,"RN7SL573P","misc_RNA",5.67743904971512
"ENSG00000162723",396.639662178545,5.32768035870367,1.15068219355624e-84,4.94127158801334e-82,"SLAMF9","protein_coding",17.2856137680938
"ENSG00000256618",80.19685278687,5.26793126363411,3.95382075945514e-20,2.84222234153256e-18,"MTRNR2L1","protein_coding",3.47392944495281
"ENSG00000123999",33.3263723001936,5.23046404642507,1.30470369631049e-09,3.46745194078088e-08,"INHA","protein_coding",1.44975984869248
"ENSG00000231991",35.0592598974554,5.09697789196227,5.69675573204497e-10,1.61108596248717e-08,"ANXA2P2","processed_pseudogene",1.52624294150483
"ENSG00000226415",15.5521116234539,5.0942069132174,3.43147755422856e-05,0.000397690701206688,"TPI1P1","processed_pseudogene",0.680002889807661
"ENSG00000185839",14.8172058670941,5.06657997795075,4.5812637600684e-05,0.000515210627407279,"AL035411.1","processed_pseudogene",0.643132409833885
"ENSG00000265894",14.2685623285768,4.98706811093345,5.85093704630145e-05,0.000637779497137922,"RN7SL357P","misc_RNA",0.621858421739962
"ENSG00000148926",753.630807834249,4.93529178215476,1.00179395443311e-150,1.63472737484394e-147,"ADM","protein_coding",32.8493619952292
"ENSG00000255823",278.737606420825,4.79866516509675,1.89176121872074e-65,5.82448293718585e-63,"MTRNR2L8","protein_coding",12.1203188091866
"ENSG00000146674",5866.10456483808,4.77400155878823,0,0,"IGFBP3","protein_coding",255.10965146775
"ENSG00000125735",33.4780010151688,4.72811819185457,6.60795861185714e-10,1.83694495107811e-08,"TNFSF14","protein_coding",1.45589223114874
"ENSG00000266420",69.7935749854526,4.69684763564543,4.07613014110652e-18,2.52906051872914e-16,"RN7SL118P","misc_RNA",3.04014688285523
"ENSG00000275014",34.8750278759491,4.61615503325069,8.48026492180536e-10,2.3179390786268e-08,"RN7SL166P","misc_RNA",1.51942438971801
"ENSG00000256045",14.9047990529491,4.61493955382055,3.94757187046136e-05,0.000452362905773796,"MTRNR2L10","protein_coding",0.648114564891587
"ENSG00000253676",20.6540020234085,4.57891675219646,1.20812266172176e-06,1.97141455939757e-05,"TAGLN2P1","processed_pseudogene",0.899690260439585
"ENSG00000144476",420.308901539382,4.54704682318967,1.10029245134841e-82,4.60373646694956e-80,"ACKR3","protein_coding",18.3568416841412
"ENSG00000104419",46514.3294169744,4.53300479792739,0,0,"NDRG1","protein_coding",2027.43894106038
"ENSG00000218582",81.5810660265511,4.47784696209167,1.62868568508256e-21,1.27162167508025e-19,"GAPDHP63","processed_pseudogene",3.55311071171145
"ENSG00000165507",1954.81614959197,4.42327934043433,0,0,"DEPP1","protein_coding",85.2526039103504
"ENSG00000124785",78.969596957519,4.39801648856257,9.46115234558191e-21,6.92318762220653e-19,"NRN1","protein_coding",3.44534205624587
"ENSG00000270672",23.4444596650539,4.3889231105474,3.6895367949698e-07,6.61602872750738e-06,"MTRNR2L6","protein_coding",1.02038882567904
"ENSG00000108417",60.9652151522146,4.34588525663728,2.40986272703828e-16,1.27262588931426e-14,"KRT37","protein_coding",2.65416514322656
"ENSG00000244671",13.4958451003128,4.33772891954414,9.76279516845318e-05,0.000992241447971875,"RN7SL280P","misc_RNA",0.588768608646905
"ENSG00000124731",441.209511351556,4.25865697334417,3.37289754140455e-93,1.61879241413645e-90,"TREM1","protein_coding",19.2479571278517
"ENSG00000263968",150.455467950617,4.23249424152333,2.12778569584999e-35,2.91774848612438e-33,"RN7SL381P","misc_RNA",6.55121308458183
"ENSG00000200312",83.5823625093175,4.15122037602824,5.83297807121348e-20,4.15644262733893e-18,"RN7SKP255","misc_RNA",3.63453387062889
"ENSG00000242547",21.0937399572506,4.12499895741131,2.46684272761e-06,3.73413169101484e-05,"RN7SL169P","misc_RNA",0.918788695293544
"ENSG00000218426",22.3318644578265,4.05838756606645,9.77465895646858e-07,1.62758045766994e-05,"AL590867.2","processed_pseudogene",0.973521889300566
"ENSG00000196205",16.1611131257774,3.99085360093303,5.52815194115135e-05,0.000607873203340349,"EEF1A1P5","processed_pseudogene",0.706126275093235
"ENSG00000280719",118.435475991902,3.98123571852556,1.75530579161839e-27,1.82439999411649e-25,"PCAT5","lncRNA",5.17991278515679
"ENSG00000104327",116.140475825244,3.94098403971339,4.01302578661293e-08,8.58251045687415e-07,"CALB1","protein_coding",5.04097539589771
"ENSG00000256222",22.3651471186933,3.92838660727844,2.25812173554344e-06,3.45302847700448e-05,"MTRNR2L3","protein_coding",0.983258776301968
"ENSG00000166828",635.211847516847,3.92135049783151,6.71699845695765e-30,7.82914148718821e-28,"SCNN1G","protein_coding",27.8500795711067
"ENSG00000264916",51.8294207274351,3.90743310085446,9.74882873072785e-12,3.4064536879661e-10,"RN7SL230P","misc_RNA",2.25007220196725
"ENSG00000243352",33.8524772134795,3.90740591852012,2.60202280229495e-09,6.66558996669529e-08,"RN7SL8P","misc_RNA",1.48077798563352
"ENSG00000272469",76.406695368305,3.90479606863307,1.7605173968959e-18,1.14000487629156e-16,"RN7SL760P","misc_RNA",3.32938442031242
"ENSG00000147689",39.5581609503845,3.88707175030479,1.71409830642907e-10,5.22816003071206e-09,"FAM83A","protein_coding",1.7310555777623
"ENSG00000143847",117.131874714216,3.85618369399146,2.27617544177551e-26,2.33601451942721e-24,"PPFIA4","protein_coding",5.13310632139672
"ENSG00000243424",20.3509243515165,3.78024884709692,5.00161401480734e-06,7.10324956428426e-05,"RN7SL107P","misc_RNA",0.886930606686676
"ENSG00000113083",555.115073411438,3.77749697857158,2.03980633772643e-106,1.3868983257925e-103,"LOX","protein_coding",24.2841584095149
"ENSG00000227008",136.072721284953,3.77421869135522,4.41783872450128e-29,4.83827465143704e-27,"AL009174.1","processed_pseudogene",5.93493498936472
"ENSG00000266794",23.1390552698486,3.76449024780946,1.44714729211919e-06,2.31970034506885e-05,"RN7SL7P","misc_RNA",1.01105556414141
"ENSG00000285523",75.3846443021126,3.75235743329287,8.89359903953184e-18,5.33550548261326e-16,"AC005906.3","lncRNA",3.30028362273914
"ENSG00000168447",64.1009267239764,3.64927396549656,6.09522962600804e-15,2.75517886529638e-13,"SCNN1B","protein_coding",2.80756845613544
"ENSG00000235587",21.3083379140441,3.56486757144805,1.00878058914397e-05,0.000132645299384781,"GAPDHP65","processed_pseudogene",0.938029099853543
"ENSG00000262902",24.2600246392073,3.52909656531452,1.4100593886971e-06,2.26247287165775e-05,"MTCO1P40","processed_pseudogene",1.06410023743996
"ENSG00000135245",862.81338004252,3.46524306640957,1.00374849405197e-123,1.091944528396e-120,"HILPDA","protein_coding",37.7369779017798
"ENSG00000105877",292.471250193859,3.4589618024876,3.69406226121563e-54,8.73618956210385e-52,"DNAH11","protein_coding",12.7908685301654
"ENSG00000213553",39.4517067046122,3.44837693655526,1.96521307769764e-09,5.09021380982065e-08,"RPLP0P6","processed_pseudogene",1.73211840175862
"ENSG00000170379",217.684894536347,3.37812038484626,1.84042169615892e-40,3.00320012379212e-38,"TCAF2","protein_coding",9.53784629744274
"ENSG00000241255",63.3551943926628,3.31804721093279,1.02660016648611e-13,4.21966285055927e-12,"AL136126.1","processed_pseudogene",2.77839533330034
"ENSG00000151834",34.5750809172956,3.31592554777176,3.47708230359826e-08,7.49524822062304e-07,"GABRA2","protein_coding",1.51895383087222
"ENSG00000266256",29.8156102611962,3.28682875367176,5.16592734381429e-07,9.07401532791837e-06,"LINC00683","lncRNA",1.30747778069429
"ENSG00000132470",1844.73228190914,3.16442493578321,1.23249841992278e-160,2.5139886520375e-157,"ITGB4","protein_coding",81.0800384485969
"ENSG00000162373",80.1713347356899,3.14351649467689,1.77231411837942e-15,8.35856120916628e-14,"BEND5","protein_coding",3.5080218160427
"ENSG00000258667",270.203145941578,3.14206162513161,3.92122173522674e-38,5.92467558105833e-36,"HIF1A-AS3","lncRNA",11.8871729708217
"ENSG00000159167",2979.03244177207,3.11318546553534,2.7655899458825e-241,9.02577934738211e-238,"STC1","protein_coding",130.7661546663
"ENSG00000044524",177.837577918742,3.11251620084232,2.8354673211078e-30,3.40214380484097e-28,"EPHA3","protein_coding",7.80026732547174
"ENSG00000184368",854.019772711833,3.0508000899428,2.27753100450896e-112,1.76975004436082e-109,"MAP7D2","protein_coding",37.5093711681686
"ENSG00000187017",23.1201942099312,3.04432084955371,1.62714913134158e-05,0.00020333888486129,"ESPN","protein_coding",1.01710054319543
"ENSG00000286048",22.2584083182222,3.03680508611705,3.64837638634526e-05,0.00042014259613537,"AC008966.3","lncRNA",0.972636583170924
"ENSG00000181458",1842.6824295451,2.964027077635,3.24185348531856e-180,7.55722359620403e-177,"TMEM45A","protein_coding",80.9690407552613
"ENSG00000249072",27.0617378850438,2.93821513602563,4.60394807369936e-06,6.57281055701016e-05,"AC114801.3","processed_pseudogene",1.18993609560349
"ENSG00000239830",30.8382502757352,2.93561869480349,1.56214941652213e-06,2.48209875158794e-05,"RPS4XP22","processed_pseudogene",1.3544334760061
"ENSG00000121966",49.4416582541327,2.90762297815916,1.26505548938276e-09,3.3730678881941e-08,"CXCR4","protein_coding",2.16961274736063
"ENSG00000061656",204.883573484829,2.90519458191127,4.13512244493092e-30,4.88963246785382e-28,"SPAG4","protein_coding",9.03242684447204
"ENSG00000176171",2283.5103895873,2.89939066521738,1.68890056442397e-182,4.59324656837838e-179,"BNIP3","protein_coding",100.375364030975
"ENSG00000177181",938.254565096424,2.89252249408124,2.08893473624714e-103,1.26249026022522e-100,"RIMKLA","protein_coding",41.3092223680248
"ENSG00000069667",602.49451086361,2.88338239320821,2.54404400662627e-70,8.4721857347199e-68,"RORA","protein_coding",26.4609157028673
"ENSG00000134107",5104.44671137689,2.87722874142218,1.51264229402859e-247,6.17082423848964e-244,"BHLHE40","protein_coding",224.77352013852
"ENSG00000147852",339.957374617626,2.87660449846366,3.58397946870445e-51,7.49786884234862e-49,"VLDLR","protein_coding",14.9540995051933
"ENSG00000168621",38.3675023588048,2.87652732431849,1.33303998273941e-07,2.58343781928048e-06,"GDNF","protein_coding",1.68173571976834
"ENSG00000140009",128.524192738231,2.87645364856599,2.24015306770191e-20,1.6174698123345e-18,"ESR2","protein_coding",5.67181844302279
"ENSG00000269028",503.301122122861,2.86737819633134,2.76019480597988e-60,7.63404387186096e-58,"MTRNR2L12","protein_coding",22.0982256450035
"ENSG00000230629",21.5542434578373,2.86136826506747,6.48428979129943e-05,0.000698881379223409,"RPS23P8","processed_pseudogene",0.951068793029975
"ENSG00000114268",1726.1774017999,2.85205650508011,1.74144923716605e-142,2.3680807210063e-139,"PFKFB4","protein_coding",76.052198443457
"ENSG00000183691",2330.57643581542,2.8493949172038,1.82517198902855e-34,2.44124233745639e-32,"NOG","protein_coding",102.276921327135
"ENSG00000125629",742.737792197896,2.83157613130392,4.31254821134236e-71,1.4972800364401e-68,"INSIG2","protein_coding",32.6088263621779
"ENSG00000239899",95.0758913302113,2.81534428652586,6.30812643293562e-16,3.15754623106268e-14,"RN7SL674P","misc_RNA",4.17829452624568
"ENSG00000279689",147.330486623144,2.80583958112143,2.79137181124266e-21,2.11858628910966e-19,"AC022400.9","TEC",6.50828491064575
"ENSG00000151640",54.4389999690618,2.78489047916138,1.25585247847512e-09,3.35400994169508e-08,"DPYSL4","protein_coding",2.39247611263034
"ENSG00000145040",446.624015739978,2.77615150482575,8.76251057295261e-61,2.46528702636967e-58,"UCN2","protein_coding",19.660358297309
"ENSG00000186907",122.247919891531,2.77487375639517,8.66612370985505e-18,5.21822164935109e-16,"RTN4RL2","protein_coding",5.38560234703059
"ENSG00000248323",553.040527955067,2.75076770456101,2.01380996518061e-64,5.86809839496735e-62,"LUCAT1","lncRNA",24.3561513594464
"ENSG00000116285",1719.86629275068,2.71743083054729,1.56042107201145e-106,1.10708482839491e-103,"ERRFI1","protein_coding",75.6246802844151
"ENSG00000164849",51.5012705320908,2.69435903711435,1.09967922849672e-08,2.54028260838393e-07,"GPR146","protein_coding",2.27099671281236
"ENSG00000186352",115.301625011628,2.6878731830501,5.34258017302068e-18,3.26517690124912e-16,"ANKRD37","protein_coding",5.07899770543426
"ENSG00000240869",41.0230100966175,2.6432575710153,1.38923303400279e-06,2.23125045756472e-05,"RN7SL128P","misc_RNA",1.79483294864817
"ENSG00000198744",24.6002070118185,2.60524448920774,6.14613263252063e-05,0.000666395962109446,"MTCO3P12","unprocessed_pseudogene",1.08404724133656
"ENSG00000111700",363.543934428771,2.59140301226386,2.52213761435262e-37,3.74147650827328e-35,"SLCO1B3","protein_coding",16.0200461425149
"ENSG00000168209",841.849441297658,2.580789280599,3.40427956046112e-85,1.54308427410012e-82,"DDIT4","protein_coding",37.1705287237138
"ENSG00000104765",2663.36472298351,2.53347677258781,2.42327316074209e-134,3.04176703361457e-131,"BNIP3L","protein_coding",117.417289386171
"ENSG00000109107",249.816029305137,2.49077619118414,7.15154834733755e-29,7.72840833985789e-27,"ALDOC","protein_coding",11.0615559382185
"ENSG00000181126",366.258523616493,2.49040557369056,1.20577393942259e-41,2.02843496324721e-39,"HLA-V","transcribed_unprocessed_pseudogene",16.1956142778873
"ENSG00000134802",184.117213197449,2.46701708380997,2.15794155142473e-23,1.89318764710477e-21,"SLC43A3","protein_coding",8.14245838312383
"ENSG00000170525",943.272682998778,2.4529996112215,1.73343775793475e-73,6.42869030317709e-71,"PFKFB3","protein_coding",41.680428745452
"ENSG00000114023",2078.07491981614,2.40612865253684,6.23406025393353e-118,5.98396442492278e-115,"FAM162A","protein_coding",91.802503547436
"ENSG00000261780",173.230339184782,2.38353262871698,2.02901009455369e-06,3.12352704933275e-05,"LINC02582","lncRNA",7.61373039738641
"ENSG00000138764",435.499903366323,2.38063875095538,3.32348808492181e-45,5.76943389039938e-43,"CCNG2","protein_coding",19.2668057745218
"ENSG00000150995",502.201226653657,2.37586173186921,4.87166447453276e-50,9.9369776119282e-48,"ITPR1","protein_coding",22.1842384243968
"ENSG00000117394",1940.26527193079,2.33895874866361,7.51034375312556e-102,4.22599273667251e-99,"SLC2A1","protein_coding",85.9596224253639
"ENSG00000228451",63.3401632392686,2.33324905061913,1.12877911744525e-08,2.60161266080106e-07,"SDAD1P1","transcribed_processed_pseudogene",2.80026498841614
"ENSG00000185033",1395.64369322044,2.32989110079348,7.87481047528624e-100,4.14519862373293e-97,"SEMA4B","protein_coding",61.7946913095117
"ENSG00000119950",1370.93932098427,2.31498183842976,2.36700920380155e-102,1.37945914955834e-99,"MXI1","protein_coding",60.6650515862608
"ENSG00000196968",2801.56165005781,2.31365291078123,1.43502319468834e-143,2.12879168099312e-140,"FUT11","protein_coding",124.003690706539
"ENSG00000286162",229.66582058364,2.30023914640056,4.03608147594161e-25,3.92028437645328e-23,"AL162253.2","lncRNA",10.1765992035152
"ENSG00000115461",733.472016330238,2.29397996351526,9.81439058178413e-13,3.72444710496636e-11,"IGFBP5","protein_coding",32.3316105300146
"ENSG00000111674",2295.54260110099,2.29148198101302,3.95327318492798e-113,3.22547559158274e-110,"ENO2","protein_coding",101.731963376105
"ENSG00000201793",45.4050956954973,2.26354933238557,3.46886539112118e-06,5.0675868802431e-05,"RN7SKP9","misc_RNA",2.00248242303258
"ENSG00000201315",75.9918418568077,2.24222622415109,6.58029498695404e-08,1.34726792468151e-06,"RN7SKP227","misc_RNA",3.34159159027346
"ENSG00000230479",31.6947574350313,2.22504996632379,6.61864180927941e-05,0.000711482193964568,"AP000695.1","lncRNA",1.40665331579342
"ENSG00000059804",36.7316011410329,2.21953408980392,2.54084266631039e-05,0.000305988713128066,"SLC2A3","protein_coding",1.62998859544002
"ENSG00000182580",117.427130069735,2.21895374228472,3.26992499461123e-12,1.19104098352826e-10,"EPHB3","protein_coding",5.22629241143248
"ENSG00000173727",33.0588413121126,2.21361177215817,7.8924008500299e-05,0.000826162680292662,"AP000769.1","transcribed_unprocessed_pseudogene",1.4649739461967
"ENSG00000151715",36.1753442801185,2.20748515117522,3.89055551222737e-05,0.000446142549884232,"TMEM45B","protein_coding",1.6015226664047
"ENSG00000163516",901.083914755038,2.20561542602361,2.02100015245196e-71,7.16927836689372e-69,"ANKZF1","protein_coding",39.9372077805624
"ENSG00000173376",69.3462571936647,2.20536948475887,1.28484735448819e-08,2.93643405189613e-07,"NDNF","protein_coding",3.07931673897272
"ENSG00000152952",3421.42363734067,2.18321404435656,4.20277688945551e-98,2.07820949339803e-95,"PLOD2","protein_coding",151.387487023488
"ENSG00000175265",100.117075457372,2.18028584530376,4.84638631749928e-11,1.55675850253845e-09,"GOLGA8A","protein_coding",4.42022421032463
"ENSG00000233818",169.027530474278,2.17485533720883,2.27409421267597e-18,1.44955739697056e-16,"AP000695.2","lncRNA",7.49133362517788
"ENSG00000100311",685.742153842247,2.17069448249281,4.79855562458169e-54,1.11861186688463e-51,"PDGFB","protein_coding",30.414682803945
"ENSG00000166920",233.508168213638,2.17031702593998,6.84713249733637e-23,5.94316532401782e-21,"C15orf48","protein_coding",10.3492935472851
"ENSG00000152256",1033.14338822505,2.15503581974524,1.38605035681211e-69,4.43481759263921e-67,"PDK1","protein_coding",45.8600941790244
"ENSG00000163235",1269.89624028926,2.13777218686076,1.3283008764086e-82,5.41880342530888e-80,"TGFA","protein_coding",56.2810075294945
"ENSG00000178726",278.74162941323,2.13449197607159,6.47737222239398e-27,6.68973164082437e-25,"THBD","protein_coding",12.3485611922527
"ENSG00000247095",72.9360509204271,2.1265405428335,1.25448994932509e-08,2.87107531459842e-07,"MIR210HG","lncRNA",3.23540171212799
"ENSG00000057657",70.8728857127445,2.10921099389146,1.4707825167022e-08,3.3333651538259e-07,"PRDM1","protein_coding",3.14438168592091
"ENSG00000113369",1201.98149927348,2.10551587742538,2.70959605953243e-79,1.07841923169391e-76,"ARRDC3","protein_coding",53.3064152366778
"ENSG00000120129",736.962761924707,2.07151877217168,6.98977393487586e-56,1.70237509058663e-53,"DUSP1","protein_coding",32.6984656073342
"ENSG00000130640",2387.52201909481,2.05835617127501,1.20463441141891e-110,8.93510196615174e-108,"TUBGCP2","protein_coding",105.916831563042
"ENSG00000249992",1144.71049100087,2.05604563915386,1.6388880859031e-70,5.57153662203476e-68,"TMEM158","protein_coding",50.8514927476204
"ENSG00000188910",261.823606785659,2.05439386549763,1.77735160180628e-24,1.63857759538276e-22,"GJB3","protein_coding",11.6232096707683
"ENSG00000117298",1936.0020860888,2.04065078199182,4.91963153764227e-100,2.67595158104155e-97,"ECE1","protein_coding",85.9817187942487
"ENSG00000136826",251.000260205849,2.03563521103334,7.42837570203566e-23,6.379801826622e-21,"KLF4","protein_coding",11.1377356195299
"ENSG00000273812",347.50564496367,2.0283760556163,1.26945971930132e-24,1.1974013699167e-22,"BX640514.2","lncRNA",15.3774408095219
"ENSG00000164096",838.176729948247,2.02738542961235,9.76699021345321e-59,2.61274993939557e-56,"C4orf3","protein_coding",37.1967499044018
"ENSG00000104368",2947.86978193778,2.0264953870797,5.8625869519233e-106,3.82662775525937e-103,"PLAT","protein_coding",130.904936205187
"ENSG00000255346",4331.20836059865,2.02471822962876,2.21186570463157e-113,1.89964339832516e-110,"NOX5","protein_coding",192.141137013966
"ENSG00000173281",114.283672962086,2.02457760605091,6.43235135615787e-12,2.27192877553645e-10,"PPP1R3B","protein_coding",5.07353598630971
"ENSG00000102144",1492.81223846747,2.01576921525612,4.48593506223917e-70,1.46402976691238e-67,"PGK1","protein_coding",66.2001009528971
"ENSG00000107551",713.045628575468,1.99456545575831,1.67630533781353e-40,2.76302530327689e-38,"RASSF4","protein_coding",31.742164558086
"ENSG00000184731",45.7998731477954,1.99279374085403,1.4520302014339e-05,0.000183533918102234,"FAM110C","protein_coding",2.02935971211285
"ENSG00000241852",333.366147437591,1.98881590961268,3.02564425863866e-25,2.97424475978708e-23,"C8orf58","protein_coding",14.8034732781531
"ENSG00000225205",89.4625384183302,1.96480528244284,1.95696621375994e-08,4.35658590397473e-07,"AC078883.1","lncRNA",3.99383262962155
"ENSG00000163435",58.5424708670573,1.95532850999772,2.82438484028965e-06,4.22054137581013e-05,"ELF3","protein_coding",2.59133328983503
"ENSG00000247809",45.8679259193974,1.95244609208204,2.75733624811749e-05,0.000328185360297456,"NR2F2-AS1","lncRNA",2.03133612855373
"ENSG00000231890",64.3973661896351,1.93154988372613,6.93551858688576e-07,1.18880033929414e-05,"DARS-AS1","lncRNA",2.85997383670307
"ENSG00000143590",79.323450244555,1.92038695786594,9.74841463116571e-08,1.92817733274378e-06,"EFNA3","protein_coding",3.52530053447216
"ENSG00000205129",78.5063745092916,1.91868659796751,1.63541363626749e-07,3.08873607831168e-06,"C4orf47","protein_coding",3.47684165261325
"ENSG00000213626",117.739722098558,1.91506585880436,3.11858321373168e-11,1.01372591397756e-09,"LBH","protein_coding",5.23771068388719
"ENSG00000131398",198.088490730412,1.90286696685573,5.45888379709931e-16,2.79241585583281e-14,"KCNC3","protein_coding",8.78717653085564
"ENSG00000259207",8484.23073700623,1.90224118620193,4.00254871060461e-104,2.51206114844792e-101,"ITGB3","protein_coding",376.898298716903
"ENSG00000110852",416.633268772335,1.89459789622158,2.50891101171415e-31,3.12522212894287e-29,"CLEC2B","protein_coding",18.5370708092732
"ENSG00000114480",1657.44012401607,1.89369680247225,2.02746486139132e-78,7.87718371623418e-76,"GBE1","protein_coding",73.7641976457579
"ENSG00000183199",43.7029137106905,1.88183837407541,4.88642191151485e-05,0.000546890485268171,"HSP90AB3P","processed_pseudogene",1.94294654182882
"ENSG00000140600",84.4804551594228,1.8780295183198,1.0694453729706e-07,2.10002522215815e-06,"SH3GL3","protein_coding",3.75594866028279
"ENSG00000113739",2005.14634547345,1.87532889609917,2.18669769745057e-72,7.92945178377743e-70,"STC2","protein_coding",89.1421537946011
"ENSG00000115548",2103.65489877632,1.87146261184345,5.75879056941512e-85,2.53978228410043e-82,"KDM3A","protein_coding",93.5819367979301
"ENSG00000133639",901.275267017736,1.86707239714383,1.62303385019217e-53,3.73023469963885e-51,"BTG1","protein_coding",40.1190975784096
"ENSG00000146242",1665.66917256908,1.86238675965865,3.55006809515126e-65,1.0727779847533e-62,"TPBG","protein_coding",74.0415497105501
"ENSG00000117122",57.636883605468,1.8609164441973,1.29821385791724e-05,0.000165243788872804,"MFAP2","protein_coding",2.57875964473507
"ENSG00000166046",156.404281342137,1.85448295392152,2.14699797162195e-13,8.62923963077019e-12,"TCP11L2","protein_coding",6.95257447597142
"ENSG00000086696",65.8114379016553,1.85193006321186,2.07182199409737e-06,3.18642707819801e-05,"HSD17B2","protein_coding",2.92365713680417
"ENSG00000100505",195.595085579162,1.84721207453833,6.71073137619325e-16,3.30832974612451e-14,"TRIM9","protein_coding",8.70899178918868
"ENSG00000124466",365.322232132005,1.83537587194656,7.25077038156047e-23,6.26021540139173e-21,"LYPD3","protein_coding",16.2208936507682
"ENSG00000165030",202.169770258244,1.83260922335768,2.8051525010967e-15,1.3078422432256e-13,"NFIL3","protein_coding",8.9857996175638
"ENSG00000132432",904.770587659132,1.83132217337101,1.5919483736377e-52,3.46365514146933e-50,"SEC61G","protein_coding",40.2820129862397
"ENSG00000128039",940.122723174163,1.82680042717576,7.02277984752356e-49,1.38069544038421e-46,"SRD5A3","protein_coding",41.8778011256974
"ENSG00000197930",18130.4780036411,1.8210312847923,1.49917531732079e-153,2.71817142533785e-150,"ERO1A","protein_coding",807.069318634961
"ENSG00000122884",9421.70894729168,1.81432521642503,8.98221797747276e-130,1.04694166397429e-126,"P4HA1","protein_coding",419.511498091924
"ENSG00000214193",148.010794426829,1.80758662802553,1.88826259995111e-10,5.71663619777405e-09,"SH3D21","protein_coding",6.62244333041951
"ENSG00000162981",147.739591032961,1.80498280299105,8.18191200511814e-12,2.87123527095737e-10,"LRATD1","protein_coding",6.58197956406664
"ENSG00000162415",173.636043137918,1.80486471900268,1.68332186301764e-13,6.79912033681234e-12,"ZSWIM5","protein_coding",7.73734508004448
"ENSG00000123384",633.429691456464,1.79645814240501,6.52441090945929e-37,9.59147182167177e-35,"LRP1","protein_coding",28.2340205981105
"ENSG00000085552",106.490083304543,1.79579596616504,4.79828587578736e-09,1.16342390670279e-07,"IGSF9","protein_coding",4.7520736784878
"ENSG00000233589",88.4499044903295,1.79576495340189,5.56731771944488e-07,9.69556996220935e-06,"AL138789.1","lncRNA",3.93670694660327
"ENSG00000234678",55.2802410944361,1.79055624096532,2.6751888386841e-05,0.000320511978484927,"ELF3-AS1","lncRNA",2.47422015466578
